account_id,customer_id,branch_id,account_type,open_date,current_balance,account_status
A006595,C00839,BR011,Savings,2024-01-30,23276025.19,Active
A006596,C06578,BR003,Current,2026-05-27,91723859.63,Active
A006597,C01103,BR014,Current,2025-03-11,17176982.58,Active
A006598,C09918,BR033,Savings,2025-05-30,6528986.43,Active
A006599,C06259,BR019,Current,2025-11-22,36760010.91,Active
A006600,C00327,BR016,Savings,2023-06-05,344769959.92,Active
A006601,C09873,BR012,Savings,2026-02-17,15409947.63,Active
A006602,C01741,BR017,Current,2026-02-14,31828746.4,Active
A006603,C03960,BR026,Credit,2026-01-15,158357725.03,Active
A006604,C03042,BR004,Savings,2022-08-02,420217052.89,Active
A006605,C09929,BR049,Savings,2021-04-17,21048308.37,Active
A006606,C00939,BR033,Credit,2021-12-12,9694858.38,Active
A006607,C00082,BR038,Current,2026-05-13,126303532.89,Active
A006608,C03060,BR038,Savings,2026-06-12,512669655.31,Active
A006609,C09274,BR032,Savings,2026-02-08,13833716.42,Closed
A006610,C02557,BR026,Savings,2026-06-28,13495138.22,Active
A006611,C04782,BR038,Current,2025-07-03,115412191.63,Active
A006612,C03005,BR028,Savings,2026-07-06,28186046.01,Active
A006613,C01743,BR008,Current,2023-11-27,15774112.31,Active
A006614,C07539,BR040,Current,2025-01-03,36752335.31,Active
A006615,C00718,BR007,Savings,2026-08-19,126848670.91,Active
A006616,C08797,BR008,Savings,2022-12-20,3586866.72,Active
A006617,C03264,BR042,Credit,2022-02-10,4875062.1,Active
A006618,C04919,BR005,Current,2025-04-24,38622630.09,Active
A006619,C00732,BR008,Savings,2023-04-28,12312705.49,Active
A006620,C03159,BR009,Current,2024-06-25,17105342.8,Active
A006621,C01128,BR038,Savings,2026-06-22,37318254.93,Active
A006622,C03086,BR030,Current,2023-01-13,79641776.26,Active
A006623,C03023,BR038,Credit,2023-11-16,82114446.35,Active
A006624,C01861,BR035,Savings,2024-06-21,7486241.09,Active
A006625,C03953,BR038,Savings,2026-04-05,20166963.73,Active
A006626,C09106,BR012,Savings,2025-03-19,23980955.06,Active
A006627,C07670,BR009,Current,2024-05-01,9447448.75,Active
A006628,C02336,BR018,Savings,2026-04-02,7173782.77,Active
A006629,C02554,BR035,Credit,2026-06-07,122618953.19,Active
A006630,C02546,BR031,Savings,2021-11-09,13925524.14,Active
A006631,C09826,BR024,Savings,2021-12-25,8680649.29,Active
A006632,C02479,BR032,Savings,2025-03-09,26398821.19,Active
A006633,C05657,BR046,Current,2024-10-05,14402689.69,Active
A006634,C00277,BR013,Current,2019-10-01,146836554.77,Active
A006635,C06092,BR037,Savings,2026-04-06,22076044.44,Active
A006636,C06068,BR048,Savings,2021-04-11,7580304.92,Active
A006637,C07812,BR046,Current,2025-01-19,52943039.16,Active
A006638,C02474,BR020,Savings,2025-06-17,22279208.85,Active
A006639,C03637,BR022,Current,2020-12-03,12019686.67,Active
A006640,C08811,BR048,Savings,2025-12-20,16371267.48,Active
A006641,C07848,BR049,Current,2026-08-22,150554977.95,Active
A006642,C01192,BR019,Savings,2023-02-16,17406073.62,Active
A006643,C09393,BR004,Current,2026-08-22,81919558.09,Active
A006644,C06171,BR032,Current,2026-01-14,37216202.38,Active
A006645,C09516,BR008,Current,2024-05-13,112544848.1,Active
A006646,C09261,BR027,Current,2025-06-13,41518392.56,Active
A006647,C03260,BR008,Current,2022-11-02,72183028.93,Active
A006648,C09894,BR038,Current,2019-08-28,22002370.05,Active
A006649,C02180,BR014,Current,2023-08-16,7766045.33,Active
A006650,C05694,BR026,Savings,2025-11-07,42215679.37,Active
A006651,C00589,BR007,Savings,2026-08-01,6880727.09,Active
A006652,C09813,BR028,Current,2025-03-14,9009410.5,Active
A006653,C04340,BR021,Savings,2023-04-18,9565958.94,Active
A006654,C07284,BR050,Savings,2024-06-29,27197084.22,Active
A006655,C01591,BR001,Savings,2021-08-26,183824971.08,Active
A006656,C04511,BR004,Current,2020-06-25,22692694.29,Active
A006657,C03973,BR011,Savings,2023-11-16,35819099.96,Active
A006658,C02132,BR027,Credit,2023-06-15,58612983.6,Active
A006659,C04700,BR039,Current,2024-04-28,6380484.89,Active
A006660,C06961,BR039,Savings,2025-05-06,8200239.48,Active
A006661,C01936,BR024,Savings,2025-12-31,59231909.02,Active
A006662,C01390,BR009,Savings,2025-01-04,8867698.06,Active
A006663,C09045,BR030,Current,2025-12-06,13590292.03,Active
A006664,C08690,BR047,Savings,2026-02-28,10490976.55,Active
A006665,C02711,BR048,Current,2023-09-13,130556113.09,Active
A006666,C07806,BR014,Current,2019-05-16,47566257.85,Active
A006667,C05897,BR003,Credit,2025-11-22,32176962.62,Active
A006668,C04219,BR016,Savings,2026-08-25,32225408.38,Active
A006669,C01947,BR008,Current,2025-01-24,16260737.39,Inactive
A006670,C00824,BR003,Savings,2026-03-31,454819696.14,Active
A006671,C08359,BR025,Current,2024-03-04,8507274.5,Active
A006672,C06733,BR038,Current,2020-09-01,7545580.32,Active
A006673,C00407,BR042,Current,2026-03-29,51165118.26,Active
A006674,C00516,BR023,Savings,2025-02-13,167772778.85,Active
A006675,C03082,BR038,Savings,2026-07-26,20406678.37,Active
A006676,C08507,BR028,Current,2025-12-12,6153967.46,Active
A006677,C09379,BR040,Savings,2025-07-09,60584992.58,Active
A006678,C07828,BR033,Savings,2025-03-03,14159243.66,Active
A006679,C03303,BR036,Savings,2025-01-22,10628192.05,Active
A006680,C08704,BR038,Savings,2026-05-08,37427958.95,Closed
A006681,C07653,BR036,Current,2020-03-01,78761165.34,Active
A006682,C08073,BR004,Savings,2020-10-22,5903315.44,Active
A006683,C07807,BR038,Savings,2020-01-09,15491512.3,Active
A006684,C06542,BR008,Current,2021-05-10,8028286.84,Active
A006685,C07824,BR044,Current,2026-07-07,1350638.29,Active
A006686,C07440,BR027,Current,2026-01-26,7408900.5,Active
A006687,C08506,BR010,Savings,2026-06-17,9834157.1,Active
A006688,C05088,BR047,Savings,2021-10-24,35625976.84,Active
A006689,C06688,BR030,Savings,2022-07-10,119665363.18,Active
A006690,C04472,BR017,Savings,2022-05-19,8053380.94,Active
A006691,C09223,BR038,Current,2021-11-07,21994472.28,Active
A006692,C03401,BR036,Savings,2021-08-22,130487490.69,Active
A006693,C08055,BR007,Savings,2026-06-24,31044614.21,Active
A006694,C03329,BR036,Current,2020-01-31,5402512.81,Active
A006695,C00787,BR013,Credit,2023-02-09,2304412.75,Active
A006696,C01993,BR001,Savings,2024-07-18,40360850.55,Active
A006697,C05180,BR030,Savings,2024-11-22,43943335.4,Active
A006698,C05525,BR028,Savings,2024-01-14,273657404.47,Active
A006699,C04115,BR023,Current,2024-03-13,23564084.79,Active
A006700,C06126,BR046,Savings,2026-08-02,139102484.16,Active
A006701,C00019,BR037,Savings,2024-02-06,34619884.08,Active
A006702,C04419,BR014,Credit,2023-09-15,16414969.26,Active
A006703,C04991,BR028,Current,2025-05-22,16565041.41,Active
A006704,C07279,BR047,Current,2024-03-24,196166669.33,Active
A006705,C09737,BR006,Current,2022-12-08,16397633.04,Active
A006706,C06608,BR033,Savings,2025-01-05,8377158.06,Active
A006707,C03255,BR037,Savings,2026-08-28,559218348.6,Active
A006708,C01852,BR049,Credit,2026-03-30,2765262.23,Inactive
A006709,C07683,BR014,Current,2024-12-08,201485576.01,Active
A006710,C02810,BR042,Savings,2024-07-08,204452163.71,Active
A006711,C05706,BR033,Savings,2024-06-17,39118031.94,Active
A006712,C03192,BR038,Savings,2022-12-18,37934757.3,Active
A006713,C03533,BR040,Savings,2025-09-25,75422369.36,Active
A006714,C03199,BR021,Current,2025-05-18,74243405.99,Active
A006715,C04931,BR038,Current,2021-05-01,5608807.5,Active
A006716,C09338,BR036,Credit,2026-01-18,271960139.85,Active
A006717,C09901,BR034,Current,2025-04-11,237440868.1,Active
A006718,C04610,BR026,Savings,2024-04-20,19686998.61,Active
A006719,C03554,BR020,Savings,2022-02-10,18380428.45,Active
A006720,C09721,BR016,Savings,2023-03-09,5133126.13,Active
A006721,C02773,BR020,Current,2020-05-26,23588377.64,Active
A006722,C07133,BR048,Savings,2026-01-20,80313463.29,Active
A006723,C03177,BR042,Current,2026-01-26,58229805.89,Active
A006724,C05003,BR015,Savings,2025-12-21,13964253.09,Active
A006725,C04006,BR044,Savings,2022-10-21,35176656.86,Active
A006726,C06549,BR020,Credit,2026-06-19,17957458.1,Active
A006727,C02937,BR005,Savings,2025-08-05,27518767.7,Active
A006728,C04147,BR035,Credit,2026-05-08,21419735.8,Active
A006729,C05494,BR023,Savings,2025-11-06,11646233.77,Active
A006730,C05878,BR003,Savings,2023-03-10,6730218.89,Active
A006731,C00909,BR004,Savings,2023-09-21,18538033.67,Closed
A006732,C05423,BR015,Savings,2025-03-29,16041262.3,Active
A006733,C06019,BR018,Savings,2025-06-15,31192424.82,Active
A006734,C07370,BR002,Credit,2024-07-20,13294230.52,Active
A006735,C05260,BR049,Savings,2025-09-26,11824539.2,Inactive
A006736,C03872,BR040,Current,2026-04-13,12484035.82,Active
A006737,C01806,BR043,Savings,2026-02-10,7192716.33,Active
A006738,C03423,BR048,Current,2021-02-03,220272099.06,Active
A006739,C04120,BR031,Savings,2026-07-15,177641373.6,Active
A006740,C05935,BR004,Current,2021-06-12,5683835.89,Active
A006741,C09061,BR040,Current,2026-03-27,28537206.15,Active
A006742,C07096,BR021,Savings,2026-08-07,3428237.05,Active
A006743,C09259,BR037,Credit,2020-07-06,32992543.7,Active
A006744,C02715,BR019,Current,2023-08-15,49135476.96,Active
A006745,C01418,BR006,Savings,2025-12-09,20004768.04,Active
A006746,C03828,BR023,Current,2025-11-09,3204135.92,Active
A006747,C04502,BR038,Credit,2026-03-05,5749350.06,Active
A006748,C06019,BR018,Current,2022-04-14,21824050.05,Active
A006749,C09495,BR015,Savings,2021-01-12,8561913.07,Active
A006750,C05877,BR004,Savings,2025-11-30,7660520.29,Active
A006751,C07201,BR004,Savings,2022-10-10,45820865.18,Active
A006752,C01180,BR038,Credit,2026-03-30,376040963.36,Active
A006753,C02337,BR028,Current,2024-10-28,31742654.7,Active
A006754,C06122,BR028,Savings,2023-11-27,6262288.82,Active
A006755,C08405,BR040,Current,2023-08-08,61489453.2,Active
A006756,C05393,BR044,Savings,2023-05-27,4301244.47,Active
A006757,C04159,BR010,Savings,2025-03-10,11757096.76,Active
A006758,C08402,BR007,Savings,2026-08-01,83127125.75,Active
A006759,C09154,BR032,Savings,2024-09-13,307616268.7,Active
A006760,C01579,BR040,Credit,2023-11-27,151545821.44,Active
A006761,C02155,BR028,Savings,2018-08-20,10350595.41,Inactive
A006762,C02230,BR011,Current,2025-11-21,7043358.98,Active
A006763,C07492,BR032,Savings,2022-07-21,33441723.41,Active
A006764,C00945,BR027,Current,2025-04-18,9790015.46,Active
A006765,C05257,BR023,Current,2026-03-15,17839984.73,Active
A006766,C02506,BR045,Savings,2026-01-28,5013974.98,Active
A006767,C09397,BR017,Current,2025-11-05,23652208.31,Active
A006768,C05298,BR049,Current,2024-08-21,112630577.41,Active
A006769,C03919,BR042,Savings,2025-07-21,129623890.23,Active
A006770,C04614,BR019,Savings,2024-07-25,34238429.79,Active
A006771,C05562,BR038,Current,2020-12-21,23379202.56,Inactive
A006772,C05907,BR036,Current,2026-07-19,27114526.12,Active
A006773,C02839,BR007,Savings,2021-12-13,61371867.72,Active
A006774,C08910,BR035,Savings,2019-09-09,90676309.12,Active
A006775,C03153,BR005,Current,2022-04-13,15780157.5,Active
A006776,C02637,BR020,Current,2021-11-27,310876843.05,Active
A006777,C06940,BR018,Credit,2026-02-01,17192148.96,Active
A006778,C08479,BR048,Savings,2026-05-14,40984935.82,Active
A006779,C05186,BR028,Savings,2025-03-06,35446010.65,Active
A006780,C09083,BR029,Current,2019-01-24,5827345.96,Closed
A006781,C01242,BR003,Savings,2026-04-19,32995515.38,Active
A006782,C09333,BR009,Current,2022-11-04,38898858.25,Active
A006783,C09716,BR041,Savings,2025-03-15,310129829.86,Inactive
A006784,C05068,BR020,Savings,2026-05-27,22529101.74,Active
A006785,C09672,BR050,Current,2025-07-06,22270246.17,Active
A006786,C06558,BR035,Savings,2023-06-02,7599457.84,Inactive
A006787,C03592,BR033,Savings,2025-08-21,11050604.93,Active
A006788,C07302,BR017,Current,2023-06-29,27349503.97,Active
A006789,C07850,BR039,Savings,2026-04-23,10088462.17,Active
A006790,C05355,BR007,Current,2021-12-08,763820490.82,Active
A006791,C05693,BR038,Savings,2025-03-01,42607408.81,Active
A006792,C05663,BR021,Savings,2023-07-27,37449287.14,Inactive
A006793,C08448,BR034,Credit,2023-10-20,73104789.44,Active
A006794,C09277,BR016,Savings,2024-05-14,13949788.9,Active
A006795,C04811,BR037,Savings,2021-10-08,17284515.8,Inactive
A006796,C00259,BR023,Savings,2025-05-05,19386571.57,Inactive
A006797,C01564,BR038,Savings,2026-08-11,76688218.16,Active
A006798,C07321,BR020,Savings,2025-09-16,116927246.49,Active
A006799,C00947,BR034,Credit,2023-10-15,3815558.23,Active
A006800,C08168,BR004,Savings,2026-02-22,17671877.11,Active
A006801,C04586,BR025,Current,2024-01-30,4983342.65,Active
A006802,C09246,BR022,Savings,2025-12-21,6944511.11,Active
A006803,C07481,BR020,Savings,2024-02-13,26960209.32,Active
A006804,C06263,BR050,Savings,2026-04-07,12791197.13,Active
A006805,C02419,BR049,Savings,2018-12-31,26210020.01,Active
A006806,C04268,BR047,Savings,2025-08-27,12571456.89,Active
A006807,C09180,BR050,Credit,2025-12-26,36349311.18,Active
A006808,C04965,BR005,Savings,2022-03-03,67671840.01,Active
A006809,C08908,BR034,Current,2022-10-24,3139662.81,Active
A006810,C07853,BR038,Current,2026-04-07,17963901.4,Active
A006811,C00881,BR020,Savings,2024-11-29,17528440.67,Active
A006812,C09342,BR037,Credit,2025-10-01,4692068.26,Active
A006813,C03994,BR039,Savings,2025-08-17,7401576.2,Inactive
A006814,C00224,BR022,Savings,2024-03-07,39513010.61,Active
A006815,C03750,BR040,Credit,2024-11-28,9698871.68,Inactive
A006816,C02259,BR008,Savings,2025-06-22,38574026.38,Active
A006817,C03129,BR013,Current,2025-01-07,29900038.56,Inactive
A006818,C06413,BR036,Current,2024-10-16,235405993.65,Active
A006819,C01722,BR008,Savings,2025-09-08,8719261.67,Active
A006820,C02398,BR002,Savings,2020-10-07,2517927.34,Active
A006821,C00565,BR007,Savings,2023-03-20,11238164.19,Active
A006822,C08816,BR042,Current,2025-06-09,6099857.16,Active
A006823,C01582,BR003,Savings,2026-06-01,43058053.89,Active
A006824,C06063,BR039,Current,2024-03-23,26478264.43,Active
A006825,C06183,BR047,Savings,2019-06-26,10480580.89,Active
A006826,C04809,BR044,Savings,2026-04-21,35702082.26,Active
A006827,C06290,BR001,Credit,2020-05-10,21435598.24,Active
A006828,C05534,BR013,Savings,2025-01-09,37637574.21,Active
A006829,C02153,BR010,Current,2026-03-28,23047283.99,Active
A006830,C03592,BR033,Savings,2026-03-10,2106874.87,Active
A006831,C09118,BR027,Current,2019-03-04,6147580.56,Active
A006832,C05069,BR028,Savings,2025-01-12,15580326.95,Active
A006833,C07632,BR041,Savings,2019-02-02,67425079.69,Active
A006834,C00598,BR038,Current,2021-01-11,11544741.8,Active
A006835,C00665,BR047,Savings,2025-10-20,40209245.22,Active
A006836,C06601,BR035,Credit,2025-08-04,113688913.34,Active
A006837,C02798,BR039,Current,2026-02-16,74759446.24,Closed
A006838,C05846,BR043,Savings,2026-05-26,15328885.1,Active
A006839,C05934,BR039,Credit,2022-09-05,25071898.37,Active
A006840,C02472,BR046,Savings,2026-07-02,80350832.75,Active
A006841,C05230,BR024,Savings,2025-04-03,82638090.95,Active
A006842,C01601,BR001,Credit,2022-06-23,14272969.18,Active
A006843,C04792,BR047,Current,2023-09-09,6120804.33,Active
A006844,C03457,BR016,Savings,2026-04-26,27712512.17,Active
A006845,C03035,BR039,Savings,2024-01-14,20430533.05,Active
A006846,C09324,BR038,Current,2024-08-04,17432288.14,Closed
A006847,C03758,BR035,Savings,2026-03-16,154288351.44,Active
A006848,C03458,BR039,Savings,2019-05-17,27013557.31,Active
A006849,C09864,BR035,Current,2024-07-04,7855708.36,Inactive
A006850,C07886,BR007,Savings,2026-08-17,37118787.69,Active
A006851,C08851,BR037,Current,2024-03-05,27662340.99,Active
A006852,C06870,BR002,Savings,2025-07-04,26068389.68,Active
A006853,C06169,BR044,Savings,2025-03-30,386277255.09,Active
A006854,C08083,BR038,Savings,2024-11-17,76954721.09,Active
A006855,C04865,BR042,Current,2022-08-01,129666565.05,Active
A006856,C09321,BR002,Savings,2026-06-06,23575498.32,Active
A006857,C00379,BR028,Current,2024-10-14,35636640.87,Active
A006858,C03061,BR004,Current,2026-02-21,53157488.89,Active
A006859,C06180,BR016,Current,2020-09-02,221865146.35,Inactive
A006860,C00585,BR023,Savings,2024-12-08,128178217.49,Active
A006861,C04098,BR039,Savings,2022-03-04,43925427.75,Active
A006862,C08755,BR034,Credit,2021-02-09,121142225.72,Active
A006863,C03445,BR029,Savings,2025-11-15,17005144.81,Active
A006864,C09218,BR041,Savings,2022-08-15,7561715.76,Active
A006865,C02496,BR042,Savings,2021-04-04,81461717.98,Active
A006866,C08971,BR012,Savings,2024-08-12,199454023.11,Inactive
A006867,C04233,BR038,Savings,2022-06-03,16021740.19,Active
A006868,C04178,BR035,Savings,2026-08-10,16075370.52,Active
A006869,C03384,BR017,Savings,2025-11-10,19516073.81,Active
A006870,C04625,BR007,Current,2026-05-10,21658565.68,Active
A006871,C00534,BR015,Savings,2024-06-11,63461810.05,Active
A006872,C01634,BR040,Savings,2023-10-01,19851092.42,Active
A006873,C07599,BR041,Savings,2024-08-04,6480475.67,Active
A006874,C05979,BR026,Current,2020-10-22,7915266.44,Active
A006875,C03108,BR002,Credit,2026-07-30,8768194.52,Active
A006876,C01065,BR028,Current,2025-03-11,111147763.35,Active
A006877,C06641,BR005,Current,2021-03-10,17051470.79,Active
A006878,C08983,BR026,Savings,2024-09-19,13471314.05,Active
A006879,C09383,BR033,Savings,2025-10-04,26066896.94,Active
A006880,C01759,BR046,Savings,2021-02-22,104295695.69,Active
A006881,C01786,BR035,Savings,2026-07-27,277536298.63,Active
A006882,C08244,BR002,Savings,2025-10-25,6552623.65,Active
A006883,C06834,BR042,Savings,2021-09-03,7785656.73,Active
A006884,C05708,BR038,Savings,2025-12-15,4639481.57,Active
A006885,C08159,BR046,Current,2026-08-31,88272208.61,Active
A006886,C08550,BR038,Savings,2024-04-04,7525815.49,Inactive
A006887,C03727,BR004,Current,2025-06-05,56559916.61,Active
A006888,C06355,BR049,Savings,2026-05-06,13544460.66,Active
A006889,C06323,BR004,Credit,2022-10-19,806843166.14,Active
A006890,C00536,BR036,Current,2024-01-31,31534515.61,Active
A006891,C01023,BR007,Savings,2019-09-23,14357657.51,Active
A006892,C03439,BR019,Current,2023-05-23,41283090.81,Active
A006893,C05085,BR022,Savings,2024-03-15,2998677.61,Active
A006894,C03403,BR017,Savings,2026-05-25,67344863.95,Active
A006895,C05038,BR023,Current,2025-08-24,26102992.75,Active
A006896,C03550,BR023,Savings,2025-10-02,85969186.38,Active
A006897,C01496,BR034,Savings,2023-01-02,7351927.01,Active
A006898,C06455,BR044,Current,2025-02-04,10565524.64,Active
A006899,C06664,BR022,Current,2026-01-20,569873194.87,Active
A006900,C07107,BR029,Savings,2023-11-26,580329857.27,Active
A006901,C01116,BR006,Savings,2023-01-22,25604417.56,Active
A006902,C02761,BR029,Savings,2026-05-20,8375014.54,Inactive
A006903,C08129,BR021,Savings,2024-03-19,7129007.55,Active
A006904,C09629,BR005,Savings,2023-03-15,17535272.02,Active
A006905,C08582,BR047,Current,2026-07-24,137129317.66,Active
A006906,C00409,BR049,Savings,2025-11-27,15038266.92,Active
A006907,C07555,BR017,Current,2026-05-01,49069496.96,Active
A006908,C00479,BR006,Savings,2023-12-13,81877387.86,Active
A006909,C02289,BR018,Savings,2026-06-06,14991498.68,Closed
A006910,C06726,BR009,Current,2026-05-11,25648836.09,Active
A006911,C00040,BR040,Current,2026-05-28,39782786.2,Active
A006912,C09634,BR019,Savings,2026-05-19,118929270.0,Active
A006913,C07650,BR049,Savings,2025-04-07,6132735.11,Inactive
A006914,C01788,BR015,Savings,2026-05-28,11674897.81,Active
A006915,C08804,BR038,Savings,2023-05-21,730176206.58,Active
A006916,C02590,BR001,Savings,2026-01-20,12168800.63,Active
A006917,C03977,BR031,Current,2026-02-20,13607537.22,Active
A006918,C08400,BR040,Current,2025-10-24,573991563.42,Active
A006919,C08410,BR043,Current,2023-03-05,764694399.88,Active
A006920,C07807,BR038,Current,2022-04-13,17182274.4,Active
A006921,C02820,BR028,Savings,2025-04-20,38073869.13,Active
A006922,C07869,BR042,Savings,2025-12-10,5771160.89,Active
A006923,C09385,BR011,Savings,2026-07-03,8126899.3,Active
A006924,C09196,BR013,Savings,2026-06-28,38017240.78,Active
A006925,C03615,BR047,Current,2026-07-19,15131893.87,Active
A006926,C02073,BR008,Current,2026-07-02,5463500.58,Active
A006927,C05234,BR001,Savings,2023-09-21,5207083.22,Active
A006928,C04705,BR005,Current,2026-06-13,7840460.4,Active
A006929,C05191,BR001,Savings,2025-10-25,15025528.2,Active
A006930,C00883,BR036,Savings,2026-06-09,21800956.76,Active
A006931,C09670,BR037,Current,2026-06-30,11528269.09,Active
A006932,C05629,BR049,Savings,2024-06-23,20410501.6,Active
A006933,C00320,BR009,Current,2024-04-01,10573987.88,Active
A006934,C01505,BR023,Credit,2025-12-17,188438327.03,Active
A006935,C01860,BR040,Current,2023-11-07,115529080.42,Inactive
A006936,C09207,BR048,Savings,2024-03-14,60776167.01,Active
A006937,C06923,BR001,Savings,2020-10-14,22020997.93,Active
A006938,C05524,BR013,Current,2023-11-29,20630671.17,Active
A006939,C00657,BR032,Credit,2025-09-14,16760191.85,Active
A006940,C06891,BR037,Savings,2020-12-03,25296118.31,Active
A006941,C02474,BR020,Credit,2025-04-15,22001423.42,Active
A006942,C04369,BR041,Current,2025-09-17,10290358.05,Active
A006943,C00896,BR047,Current,2026-07-06,201061066.53,Active
A006944,C00549,BR047,Savings,2025-08-19,92129298.41,Active
A006945,C02305,BR005,Credit,2026-07-29,11025490.0,Active
A006946,C09581,BR008,Current,2026-01-07,442423868.64,Active
A006947,C02064,BR007,Current,2025-01-17,73749725.31,Active
A006948,C01662,BR031,Savings,2025-03-04,95630071.27,Inactive
A006949,C07706,BR013,Current,2018-10-11,17260186.26,Active
A006950,C04541,BR010,Savings,2024-11-08,13519519.26,Inactive
A006951,C05569,BR018,Savings,2025-09-24,109518329.53,Active
A006952,C08536,BR036,Current,2024-02-26,7629713.34,Active
A006953,C02858,BR002,Savings,2022-02-01,564064080.92,Active
A006954,C03222,BR048,Credit,2026-06-18,3674315.95,Active
A006955,C08790,BR045,Savings,2023-12-10,5310013.62,Active
A006956,C04734,BR026,Savings,2026-07-03,64626842.23,Active
A006957,C06736,BR031,Savings,2020-09-01,33205004.95,Active
A006958,C06318,BR015,Savings,2022-09-16,3127028.27,Active
A006959,C04360,BR037,Savings,2024-11-23,33785621.63,Active
A006960,C04091,BR039,Credit,2023-05-03,60346081.54,Active
A006961,C03449,BR021,Savings,2026-04-28,3577130.02,Active
A006962,C06379,BR039,Savings,2020-02-14,6982443.0,Active
A006963,C02328,BR029,Current,2026-02-07,109003410.1,Closed
A006964,C08132,BR049,Savings,2026-08-08,66031783.66,Active
A006965,C01515,BR046,Current,2026-03-24,10582836.41,Inactive
A006966,C05175,BR043,Current,2024-04-20,10210789.91,Active
A006967,C08724,BR018,Savings,2026-08-23,66218325.22,Active
A006968,C03231,BR050,Current,2024-01-14,34559204.04,Inactive
A006969,C09517,BR041,Savings,2025-10-05,13822531.49,Closed
A006970,C04860,BR048,Credit,2026-08-28,458891661.93,Active
A006971,C01767,BR045,Current,2026-05-03,40281010.37,Active
A006972,C07324,BR041,Savings,2024-05-01,22138588.82,Active
A006973,C03941,BR044,Savings,2026-08-13,10893886.99,Active
A006974,C06416,BR038,Credit,2022-11-16,472189509.15,Active
A006975,C01321,BR039,Savings,2021-09-06,13758417.24,Active
A006976,C02199,BR019,Savings,2025-10-24,2908464.33,Active
A006977,C03316,BR046,Credit,2022-10-06,42645816.13,Closed
A006978,C06470,BR016,Current,2026-06-27,78603549.18,Active
A006979,C01025,BR011,Savings,2025-07-23,13022086.22,Active
A006980,C00175,BR032,Savings,2025-12-08,7313255.76,Active
A006981,C05316,BR016,Savings,2024-06-01,50041886.17,Active
A006982,C07164,BR047,Credit,2022-08-03,68057744.14,Active
A006983,C00688,BR031,Savings,2022-09-25,13105262.56,Active
A006984,C08557,BR008,Savings,2025-10-22,12592554.28,Active
A006985,C00081,BR027,Savings,2025-09-17,14071075.72,Active
A006986,C00659,BR002,Credit,2026-03-17,3929102.74,Active
A006987,C04337,BR030,Savings,2026-05-02,11883483.54,Active
A006988,C01074,BR015,Current,2024-05-21,59145689.35,Active
A006989,C00398,BR038,Current,2021-12-10,305815575.52,Active
A006990,C03841,BR040,Savings,2021-08-03,6527490.58,Active
A006991,C04880,BR029,Savings,2023-07-20,113262322.7,Active
A006992,C04736,BR029,Current,2026-05-28,8795948.01,Active
A006993,C03703,BR039,Savings,2025-06-02,76363905.86,Active
A006994,C08580,BR036,Savings,2025-06-11,32911840.55,Inactive
A006995,C06110,BR003,Current,2024-07-26,38721295.57,Inactive
A006996,C05188,BR011,Savings,2025-09-24,27063273.98,Active
A006997,C02805,BR020,Current,2026-06-05,16456879.96,Active
A006998,C00538,BR041,Current,2022-04-30,8062343.67,Active
A006999,C06634,BR009,Savings,2026-07-21,16505246.59,Active
A007000,C03690,BR043,Savings,2024-05-23,9228835.11,Active
A007001,C03724,BR007,Credit,2023-12-23,8012814.44,Active
A007002,C06512,BR010,Current,2025-04-29,38064333.65,Active
A007003,C01120,BR008,Savings,2023-01-14,28060201.16,Active
A007004,C07457,BR023,Savings,2021-06-18,78817546.23,Active
A007005,C06654,BR013,Current,2022-10-31,16836010.44,Active
A007006,C07719,BR040,Savings,2023-09-11,14899561.56,Active
A007007,C02845,BR027,Savings,2026-07-29,112497738.15,Active
A007008,C04862,BR006,Savings,2023-02-07,45712668.69,Active
A007009,C03830,BR039,Current,2023-08-25,146317650.7,Active
A007010,C03820,BR045,Current,2026-07-09,19903644.81,Active
A007011,C08946,BR005,Credit,2025-07-03,12153353.39,Active
A007012,C02488,BR038,Current,2023-04-10,10153594.45,Inactive
A007013,C06761,BR019,Credit,2026-06-28,144144791.93,Active
A007014,C00872,BR025,Savings,2024-07-11,72001446.81,Active
A007015,C05502,BR027,Credit,2023-03-01,8575726.6,Active
A007016,C04281,BR032,Current,2025-10-20,257308908.3,Active
A007017,C03210,BR015,Current,2026-04-26,137067004.32,Active
A007018,C05471,BR046,Savings,2026-05-02,4135497.52,Active
A007019,C01039,BR036,Savings,2024-07-08,11287806.55,Active
A007020,C09613,BR022,Savings,2026-06-06,35322365.15,Active
A007021,C08895,BR030,Savings,2026-05-31,13111330.54,Active
A007022,C04763,BR003,Savings,2025-05-26,18658533.22,Active
A007023,C06903,BR029,Current,2026-03-24,35782729.93,Active
A007024,C01811,BR012,Savings,2026-07-13,30627978.58,Active
A007025,C07830,BR021,Savings,2025-02-08,10548705.83,Active
A007026,C09328,BR036,Savings,2026-07-02,13514123.98,Active
A007027,C04605,BR046,Current,2018-06-01,30934167.66,Active
A007028,C05313,BR026,Current,2025-10-14,31805072.54,Active
A007029,C04531,BR049,Savings,2025-03-09,13979753.45,Active
A007030,C02264,BR022,Savings,2026-01-01,14371020.01,Active
A007031,C01601,BR001,Savings,2020-08-26,18582070.36,Active
A007032,C02183,BR018,Savings,2025-11-01,44771454.19,Closed
A007033,C08590,BR005,Savings,2022-07-13,168902718.52,Active
