loan_id,customer_id,branch_id,loan_type,loan_amount,interest_rate,loan_start_date,loan_term_months,outstanding_balance,payment_status,risk_level
L002213,C00943,BR028,Personal,156000923.82,17.48,2024-09-18,12,103832130.15,Current,Medium
L002214,C00456,BR044,Business,239269062.13,10.16,2026-07-03,12,76599131.22,Current,Low
L002215,C03623,BR019,Personal,148221964.62,16.19,2026-01-06,12,79996586.54,Late,High
L002216,C08287,BR009,Business,191735082.73,7.89,2020-08-26,36,153092398.55,Current,Medium
L002217,C02671,BR040,Auto,915170985.67,10.98,2025-03-06,36,263932159.41,Current,Low
L002218,C01563,BR034,Auto,181389140.65,10.99,2024-06-23,36,21274919.48,Current,Low
L002219,C06111,BR038,Mortgage,378272197.98,10.02,2023-09-01,120,349225972.05,Default,High
L002220,C05484,BR038,Auto,119343241.46,10.99,2024-10-17,60,66746750.33,Current,Medium
L002221,C03916,BR028,Personal,724408177.24,12.05,2024-03-03,36,91611944.89,Current,Low
L002222,C01924,BR013,Business,566642868.36,8.98,2026-02-14,36,452170252.13,Current,Medium
L002223,C09012,BR048,Personal,32836875.61,17.59,2025-08-11,24,5368753.71,Current,Low
L002224,C07724,BR042,Auto,99970351.22,10.02,2023-04-07,36,25322849.34,Current,Low
L002225,C07951,BR036,Personal,66874114.28,15.91,2024-10-23,48,46009211.83,Current,Medium
L002226,C00634,BR019,Auto,307017567.99,11.74,2025-02-05,48,172049337.44,Current,Medium
L002227,C06399,BR020,Personal,77304520.34,12.96,2025-07-20,24,11380266.86,Current,Low
L002228,C08858,BR030,Mortgage,4695239887.17,5.54,2026-06-05,240,1429674265.92,Current,High
L002229,C00208,BR047,Business,2260428921.48,10.39,2025-12-05,24,926206383.13,Late,Medium
L002230,C03180,BR049,Auto,142514700.39,9.55,2022-11-02,72,104828961.7,Current,Medium
L002231,C00273,BR035,Business,233393816.08,13.07,2025-04-19,12,120500883.63,Current,Medium
L002232,C01742,BR006,Auto,408841805.44,10.4,2026-07-15,60,50984834.01,Current,Medium
L002233,C05028,BR045,Personal,207443398.1,14.64,2020-08-29,36,31974604.39,Current,Low
L002234,C07544,BR017,Personal,220608789.55,14.7,2022-12-09,48,158426724.71,Current,Low
L002235,C07448,BR011,Mortgage,839294513.77,9.78,2025-11-06,180,229954651.58,Current,Medium
L002236,C04526,BR026,Mortgage,267158136.11,6.79,2026-06-23,120,138253586.47,Current,Medium
L002237,C07889,BR032,Personal,565450703.3,13.32,2024-08-07,12,444446646.2,Current,Low
L002238,C02433,BR029,Personal,68386281.33,15.38,2025-12-15,60,57457024.96,Default,Medium
L002239,C02495,BR038,Personal,448541660.19,17.1,2022-02-15,36,50179242.45,Current,Low
L002240,C07168,BR006,Personal,237879294.59,16.57,2026-05-08,48,170015771.07,Current,Low
L002241,C00476,BR035,Personal,616475100.0,16.13,2025-02-13,24,210016715.2,Current,Low
L002242,C06326,BR015,Mortgage,505012530.62,7.8,2025-09-20,180,419391748.71,Late,High
L002243,C07703,BR027,Mortgage,402458991.1,8.44,2022-08-22,300,191523365.06,Current,Medium
L002244,C04433,BR038,Auto,135537180.64,8.7,2024-03-18,48,28820185.02,Current,High
L002245,C04831,BR023,Personal,38338033.05,12.66,2025-12-12,24,12344569.71,Current,Low
L002246,C06168,BR040,Business,276045394.45,11.54,2023-01-04,12,217183571.25,Current,Medium
L002247,C02936,BR034,Personal,192580989.62,12.6,2023-07-23,24,58133123.08,Current,Low
L002248,C07958,BR018,Auto,1462275787.25,9.3,2026-08-25,72,327014753.01,Current,Low
L002249,C06100,BR007,Mortgage,448937025.02,8.33,2025-12-25,300,347091635.51,Late,Medium
L002250,C03004,BR005,Business,330921042.87,9.98,2024-07-04,60,65299471.95,Current,Low
L002251,C02988,BR021,Personal,152729904.19,14.81,2021-09-08,12,72331729.38,Current,Medium
L002252,C06660,BR045,Personal,68725772.1,15.4,2024-02-04,48,23754066.26,Current,Low
L002253,C07764,BR038,Auto,92427680.35,11.21,2026-04-21,60,33906947.63,Current,Low
L002254,C09082,BR050,Personal,160823043.44,12.99,2026-08-30,12,96932893.48,Current,Low
L002255,C06265,BR040,Business,717774092.69,9.61,2021-11-28,84,601189064.68,Late,High
L002256,C05860,BR028,Business,431716654.4,14.54,2026-06-17,12,295203896.16,Current,Medium
L002257,C01932,BR023,Auto,199519958.25,10.06,2026-07-27,36,153377290.68,Current,Medium
L002258,C00719,BR007,Mortgage,3763874122.28,8.67,2025-06-15,300,1769879625.86,Current,High
L002259,C08859,BR044,Auto,125640958.32,8.32,2025-11-02,48,90878183.99,Current,Medium
L002260,C04082,BR038,Personal,43952705.28,16.85,2025-10-12,24,15218697.28,Current,Low
L002261,C08883,BR038,Business,1612724666.05,8.59,2023-12-15,84,543641377.02,Current,High
L002262,C04366,BR007,Auto,629675247.32,7.67,2021-07-06,48,148751024.2,Current,Low
L002263,C03970,BR017,Personal,110974478.12,14.67,2022-04-28,60,76314040.83,Current,Low
L002264,C09036,BR033,Personal,115568444.57,11.75,2023-04-10,24,76982822.41,Current,Low
L002265,C07093,BR024,Auto,278620857.76,11.49,2025-08-09,48,217463480.4,Current,Low
L002266,C05200,BR033,Personal,61346100.93,10.58,2021-05-26,36,42672752.83,Current,Medium
L002267,C03192,BR038,Personal,115536154.29,10.99,2022-03-21,24,50460510.73,Current,Medium
L002268,C01777,BR019,Personal,84661486.77,16.02,2020-12-25,36,51535107.17,Current,Low
L002269,C06725,BR046,Auto,209727689.03,8.05,2022-05-26,60,28168530.32,Current,Medium
L002270,C01945,BR023,Business,1169746433.5,8.47,2026-03-23,24,710449573.8,Current,Low
L002271,C02739,BR016,Personal,88451505.68,13.98,2024-11-04,48,10807836.61,Current,Medium
L002272,C03302,BR030,Personal,78875182.67,12.96,2024-07-14,12,25350660.96,Current,Low
L002273,C03985,BR047,Auto,156276215.8,11.95,2026-02-27,60,104542526.35,Current,Low
L002274,C01687,BR035,Mortgage,1250821684.61,8.83,2026-08-31,120,596444382.98,Late,Medium
L002275,C01492,BR038,Business,254043569.79,12.97,2024-06-05,24,83921811.67,Current,Low
L002276,C03233,BR046,Personal,69975593.57,17.32,2024-04-09,24,13338990.8,Current,Low
L002277,C02692,BR021,Personal,269875906.37,10.74,2024-12-23,12,170957084.17,Current,Low
L002278,C03053,BR032,Personal,55535087.64,10.62,2025-01-10,12,24890069.28,Current,Low
L002279,C04505,BR038,Personal,110816125.37,15.4,2025-08-25,48,77195864.66,Current,Medium
L002280,C09535,BR036,Auto,283088420.6,7.02,2020-11-06,60,181036522.08,Late,Medium
L002281,C04595,BR032,Personal,196690635.12,15.89,2025-07-31,36,146074297.74,Current,Low
L002282,C00629,BR007,Mortgage,518831924.05,8.96,2022-09-24,120,134093456.76,Current,Medium
L002283,C03271,BR027,Personal,248771746.8,16.6,2026-08-11,24,82775575.9,Current,Low
L002284,C03979,BR019,Mortgage,1100056667.01,8.57,2023-08-05,240,509937121.92,Current,Low
L002285,C04641,BR038,Mortgage,861360534.49,8.25,2026-05-26,240,521857326.24,Current,Medium
L002286,C04707,BR009,Personal,454051598.69,15.02,2024-12-01,12,161343934.97,Current,Medium
L002287,C08703,BR044,Auto,320906279.25,11.06,2023-03-14,48,82024654.7,Current,Low
L002288,C01548,BR044,Mortgage,1114963140.22,6.9,2025-11-07,240,846140023.21,Current,Medium
L002289,C02284,BR024,Mortgage,228528773.3,7.36,2025-02-22,300,180320418.92,Current,Low
L002290,C04842,BR041,Mortgage,949234189.39,6.22,2023-01-27,180,193565253.52,Current,High
L002291,C02446,BR040,Auto,112902457.79,8.96,2026-04-13,72,82383114.31,Current,Medium
L002292,C07604,BR018,Personal,211458223.48,13.18,2022-02-04,48,45356713.35,Current,Low
L002293,C00379,BR047,Auto,166503815.85,11.76,2021-02-17,36,101966571.55,Current,Medium
L002294,C01115,BR041,Auto,242097838.77,8.82,2020-07-27,60,161368534.33,Current,Low
L002295,C09462,BR030,Auto,148101959.69,10.52,2023-09-18,72,58227086.16,Current,Low
L002296,C05328,BR041,Personal,294436272.55,12.11,2026-03-23,12,115569537.74,Current,Low
L002297,C04283,BR035,Personal,117883280.53,10.47,2024-08-30,24,84856263.76,Current,Low
L002298,C02775,BR007,Business,1014441643.23,7.61,2025-05-19,24,754478000.5,Current,Medium
L002299,C04874,BR044,Personal,106187029.05,17.97,2026-06-30,36,28075489.45,Current,Low
L002300,C04940,BR038,Auto,491011076.52,11.21,2025-08-20,36,132112273.23,Current,Low
L002301,C02324,BR047,Mortgage,842445141.56,7.38,2024-12-25,240,525630502.81,Late,High
L002302,C07628,BR049,Personal,193692244.99,10.22,2026-03-12,12,44863738.14,Current,Low
L002303,C09265,BR014,Auto,529257806.72,11.63,2026-06-23,36,417272283.13,Late,Medium
L002304,C00755,BR049,Mortgage,1578847673.62,9.76,2023-12-29,180,418357327.92,Current,Medium
L002305,C03720,BR041,Personal,255980717.53,10.22,2025-11-26,12,28759771.82,Current,Medium
L002306,C09428,BR016,Mortgage,758129796.37,6.68,2024-09-01,240,556571206.43,Current,Low
L002307,C01534,BR039,Auto,275409341.24,12.23,2024-06-28,60,155134645.94,Current,Medium
L002308,C06430,BR008,Personal,279200735.04,14.73,2026-05-26,48,168429578.51,Current,Medium
L002309,C05095,BR044,Business,857430856.91,14.79,2023-03-16,12,445618047.64,Current,Low
L002310,C03084,BR003,Mortgage,430987185.06,7.05,2024-07-30,240,343475348.22,Current,Low
L002311,C08105,BR004,Auto,484508301.85,8.97,2020-02-26,36,357360765.37,Current,Medium
L002312,C04165,BR008,Personal,53959744.83,12.95,2020-11-28,24,36832196.8,Late,Medium
L002313,C05628,BR044,Personal,390134029.07,16.93,2026-01-25,12,306572407.91,Current,Low
L002314,C07697,BR011,Mortgage,366158186.47,6.01,2025-10-09,240,250048764.85,Late,Medium
L002315,C00242,BR006,Auto,259049004.58,7.14,2024-02-01,72,97702393.04,Current,Low
L002316,C08365,BR045,Business,1396790095.59,12.99,2026-04-30,24,156482619.19,Current,High
L002317,C00171,BR038,Business,493161408.53,9.62,2026-02-09,12,228648041.34,Current,Medium
L002318,C05661,BR038,Personal,323187086.67,10.05,2023-06-12,48,211889276.8,Current,Low
L002319,C04229,BR034,Mortgage,757031085.45,6.59,2025-02-20,180,122689217.9,Current,High
L002320,C03448,BR014,Mortgage,295130884.62,8.56,2021-03-26,120,168978385.45,Current,Medium
L002321,C04156,BR032,Personal,463181309.92,13.36,2024-12-15,48,271536093.27,Current,Low
L002322,C04088,BR038,Personal,98492954.08,17.61,2026-02-10,60,51494721.14,Current,Low
L002323,C06942,BR013,Personal,397568837.17,11.31,2023-01-10,12,236594228.96,Current,Medium
L002324,C01791,BR037,Auto,424813345.39,9.62,2026-02-20,36,265182368.68,Current,Medium
L002325,C08759,BR015,Personal,103018985.59,11.13,2025-08-26,36,31789592.86,Current,Low
L002326,C09899,BR040,Auto,212797554.2,8.06,2022-07-18,48,138932039.55,Current,Low
L002327,C04178,BR029,Personal,167809542.94,17.09,2026-08-26,24,47418834.52,Current,Low
L002328,C02723,BR011,Mortgage,291612086.59,9.88,2023-08-02,240,174399634.28,Current,Medium
L002329,C01897,BR047,Personal,161913517.68,14.29,2026-04-18,36,43715625.23,Current,High
L002330,C04241,BR003,Mortgage,1665284158.7,9.51,2025-12-30,120,397566434.99,Current,Medium
L002331,C06276,BR038,Business,220479125.3,13.03,2020-08-03,60,92314533.04,Current,Medium
L002332,C09919,BR033,Personal,141284301.35,16.91,2023-02-01,24,77007361.66,Current,Medium
L002333,C06020,BR046,Business,338473109.14,14.47,2020-12-06,24,270075242.44,Current,Low
L002334,C09184,BR024,Auto,1750934242.79,9.59,2021-11-16,60,938622377.57,Current,Low
L002335,C02506,BR039,Mortgage,960296073.95,8.99,2024-10-03,180,713691954.31,Current,High
L002336,C05442,BR030,Auto,385885743.57,10.28,2022-10-21,48,206776508.37,Current,Low
L002337,C07874,BR013,Business,743228831.93,12.66,2025-01-03,12,447089651.68,Late,High
L002338,C04583,BR046,Auto,237343380.68,8.71,2023-07-08,60,63061431.69,Current,Low
L002339,C01940,BR040,Mortgage,669933572.68,7.65,2020-02-13,240,559113010.95,Default,High
L002340,C07499,BR024,Personal,255724983.61,13.0,2023-05-21,36,142586726.66,Current,Low
L002341,C03581,BR025,Personal,563078919.44,12.66,2021-04-05,24,322312842.48,Current,Low
L002342,C05105,BR027,Personal,377145418.45,12.59,2026-04-04,24,238253332.13,Current,Medium
L002343,C05855,BR025,Personal,31456079.08,16.76,2024-05-07,60,15065857.1,Current,Low
L002344,C05529,BR047,Mortgage,1460206399.29,6.33,2025-10-15,300,884569324.49,Current,Medium
L002345,C07447,BR002,Business,281274490.59,9.61,2025-03-09,84,234234446.87,Late,Medium
L002346,C01165,BR007,Personal,281493793.62,11.8,2021-10-29,48,218416904.51,Current,Low
L002347,C00810,BR030,Auto,372016575.36,12.14,2023-01-25,72,143731719.77,Current,Medium
L002348,C00948,BR022,Mortgage,399786988.99,7.73,2023-07-27,120,264745365.19,Current,High
L002349,C00492,BR007,Mortgage,309655739.2,5.58,2026-08-14,300,81954038.33,Current,Low
L002350,C07370,BR002,Personal,49855847.33,10.81,2025-05-24,60,15480893.93,Current,Low
L002351,C09945,BR008,Personal,103859178.7,10.32,2024-09-17,36,34113579.77,Current,Low
L002352,C04918,BR018,Business,927233978.89,8.43,2024-04-07,84,559023368.71,Current,Low
L002353,C06146,BR015,Business,305519055.45,10.13,2026-01-20,36,209405277.83,Current,Medium
L002354,C06998,BR016,Auto,309819180.76,10.46,2026-07-21,72,172924077.33,Current,Low
L002355,C07451,BR006,Personal,178059991.83,12.45,2025-03-04,24,133886688.31,Late,Low
L002356,C09593,BR005,Auto,512351078.51,7.41,2024-10-05,72,244551888.85,Current,Medium
L002357,C01175,BR003,Personal,39606080.95,14.59,2022-12-17,36,14556762.16,Current,Medium
L002358,C06476,BR001,Auto,77224474.14,12.37,2025-01-26,48,41706949.98,Late,High
L002359,C04362,BR008,Mortgage,832129869.24,9.32,2021-09-16,300,251190951.35,Current,High
L002360,C02704,BR041,Personal,595321804.5,10.27,2024-09-22,48,462702629.43,Current,Low
L002361,C01243,BR006,Auto,946657901.33,9.62,2025-12-06,36,208484242.64,Current,Medium
L002362,C02080,BR035,Auto,2402223094.73,9.37,2020-03-17,60,1281498793.29,Current,Medium
L002363,C08100,BR023,Personal,91408221.05,16.74,2026-06-17,24,64513149.62,Current,Medium
L002364,C08636,BR029,Personal,238291564.93,15.55,2026-01-03,12,47844977.34,Current,Low
L002365,C07744,BR045,Mortgage,933128057.11,8.07,2026-04-20,240,536714971.07,Late,Low
L002366,C09009,BR047,Personal,184248072.7,15.54,2026-07-09,60,67100610.81,Current,Medium
L002367,C09194,BR038,Business,1489503373.28,8.04,2024-06-03,84,262879594.65,Current,Low
L002368,C08941,BR029,Personal,367487277.86,11.25,2022-02-24,24,226267634.91,Current,Medium
L002369,C00425,BR022,Personal,24484191.21,13.99,2025-02-07,60,18477969.29,Current,Low
L002370,C03030,BR022,Business,591676236.27,12.01,2024-05-01,84,387623334.43,Current,Low
L002371,C08824,BR021,Personal,205408450.45,14.67,2025-10-11,12,41740131.51,Current,Low
L002372,C00935,BR035,Mortgage,253398489.59,6.2,2023-11-06,240,56984292.37,Current,Low
L002373,C04631,BR043,Personal,184565801.58,15.1,2022-06-25,12,67470173.56,Current,Medium
L002374,C03377,BR020,Personal,200582115.27,10.58,2022-03-19,24,31223317.43,Current,Low
L002375,C09811,BR047,Personal,1337000664.84,10.57,2021-11-27,48,1052124698.5,Current,Medium
L002376,C09306,BR008,Mortgage,343789957.55,7.57,2024-12-01,120,262249046.32,Current,Medium
L002377,C05566,BR007,Business,608036937.67,8.37,2021-04-18,12,125148039.0,Current,Medium
L002378,C05521,BR030,Mortgage,4271351910.42,10.43,2026-05-30,180,3990693666.11,Default,High
L002379,C05198,BR049,Auto,209852961.57,11.86,2021-05-08,60,165689227.66,Default,High
L002380,C05339,BR038,Business,752361358.64,11.92,2024-07-14,12,298595380.42,Current,High
L002381,C04942,BR021,Business,552938287.47,11.63,2023-10-31,24,141317581.15,Current,Medium
L002382,C09717,BR030,Mortgage,1814336707.08,6.5,2024-12-22,120,1372305920.32,Current,Low
L002383,C01356,BR038,Personal,150127050.89,10.14,2025-08-31,48,105261072.61,Late,High
L002384,C00344,BR038,Auto,78146948.98,7.09,2026-07-26,36,60273344.86,Current,Low
L002385,C03041,BR001,Personal,1385485019.31,17.36,2022-05-28,60,1028550454.05,Current,Low
L002386,C03935,BR027,Mortgage,731248792.4,8.49,2026-03-24,300,554317134.25,Current,High
L002387,C02169,BR011,Personal,198793456.23,17.8,2023-10-25,36,64486612.22,Current,Medium
L002388,C01473,BR002,Personal,103513667.76,17.78,2025-09-12,48,59175446.4,Current,Low
L002389,C05837,BR046,Mortgage,9126826849.01,5.88,2024-04-23,120,6863506374.87,Late,Medium
L002390,C06335,BR010,Business,204100018.26,14.32,2024-12-17,36,143453124.38,Late,High
L002391,C06230,BR007,Personal,257057102.68,15.22,2026-06-19,24,121075560.94,Current,Low
L002392,C09613,BR046,Mortgage,322500882.24,7.92,2026-08-26,300,142746259.56,Current,Low
L002393,C07825,BR045,Personal,319159775.92,14.16,2023-11-05,48,169291515.69,Current,Medium
L002394,C03610,BR027,Personal,99064778.38,14.94,2021-07-01,24,42837734.62,Current,Low
L002395,C08233,BR029,Personal,120559348.26,11.41,2026-07-11,24,78456731.51,Current,Low
L002396,C02724,BR035,Mortgage,537031438.5,8.77,2025-07-12,180,83057095.8,Current,Low
L002397,C08609,BR011,Personal,621064408.33,15.13,2025-10-13,24,392344311.68,Current,Low
L002398,C02235,BR047,Personal,180525319.17,10.31,2025-01-29,24,98069854.86,Current,Low
L002399,C03039,BR036,Personal,126724995.78,14.81,2024-01-15,60,98844237.88,Current,Low
L002400,C07519,BR024,Business,198601387.91,8.0,2026-06-23,36,43005158.95,Current,Low
L002401,C03559,BR006,Personal,76651456.99,12.04,2024-11-19,60,46898477.01,Current,Low
L002402,C08887,BR045,Personal,63519260.86,16.95,2026-01-10,48,49144697.87,Current,Low
L002403,C06855,BR018,Personal,198106061.42,17.86,2025-09-12,24,81132344.55,Current,Low
L002404,C05572,BR023,Auto,621247076.38,12.15,2025-09-02,72,453110750.26,Current,Low
L002405,C07999,BR032,Personal,77419162.56,15.97,2021-08-26,24,60283535.26,Current,Low
L002406,C06224,BR008,Personal,87792565.94,13.1,2022-01-07,24,33509457.14,Current,Low
L002407,C02229,BR011,Personal,102894835.72,16.64,2020-11-19,48,59290626.26,Current,Low
L002408,C06196,BR029,Mortgage,6462959733.93,8.4,2025-04-28,180,3246349436.62,Current,Low
L002409,C03185,BR027,Personal,128204119.48,12.1,2024-08-18,24,105330059.69,Default,Low
L002410,C07622,BR038,Auto,233825191.47,7.63,2026-05-04,60,141425575.39,Current,Low
L002411,C07053,BR042,Auto,697184973.95,11.23,2026-03-07,72,548966258.18,Default,High
L002412,C00014,BR035,Personal,545379103.01,10.69,2026-06-17,24,378004515.49,Late,Low
L002413,C03113,BR028,Personal,462211204.62,15.48,2026-07-06,60,100928412.23,Current,Low
L002414,C06292,BR046,Auto,405417543.84,8.56,2024-02-01,36,163196116.25,Current,Low
L002415,C03276,BR015,Mortgage,1075517451.66,5.91,2025-06-16,120,156511831.35,Current,High
L002416,C09995,BR002,Mortgage,403064103.91,9.09,2026-03-03,240,61668204.4,Current,Low
L002417,C05310,BR047,Mortgage,209981377.68,6.71,2022-12-04,120,29914556.5,Current,Low
L002418,C08540,BR029,Auto,917451965.31,8.96,2021-11-20,36,537277783.98,Current,Medium
L002419,C00937,BR039,Auto,358883183.87,7.3,2022-08-15,72,123575675.6,Current,High
L002420,C05470,BR020,Mortgage,1769915437.36,7.71,2023-04-08,120,454484806.33,Current,High
L002421,C00979,BR030,Mortgage,1881257397.18,6.48,2025-10-28,120,936290029.09,Current,High
L002422,C01259,BR042,Auto,91863391.23,10.0,2024-08-06,48,40023917.56,Current,Low
L002423,C04191,BR038,Personal,59435875.44,14.96,2026-08-20,48,42947871.06,Current,Low
L002424,C05663,BR008,Personal,82421033.86,10.73,2022-10-27,24,14578686.6,Current,Low
L002425,C04689,BR014,Personal,82822706.94,12.87,2025-12-02,48,16162169.6,Current,Medium
L002426,C02215,BR030,Personal,161056890.18,14.43,2024-12-21,60,83872223.92,Current,Low
L002427,C08800,BR013,Mortgage,1086961622.1,5.68,2026-08-01,180,829776959.45,Default,High
L002428,C08647,BR028,Mortgage,1342485964.31,6.36,2023-07-18,300,827692265.66,Current,Low
L002429,C05505,BR038,Personal,129209541.8,15.21,2024-07-26,24,21393466.39,Current,Medium
L002430,C08400,BR023,Mortgage,2209943766.98,6.94,2025-02-25,180,354744572.62,Current,High
L002431,C03210,BR034,Personal,151626061.09,10.84,2026-08-21,24,115763449.45,Current,Low
L002432,C00251,BR019,Personal,319838697.19,14.73,2026-03-03,36,142774746.62,Late,Medium
L002433,C09788,BR037,Mortgage,590239098.05,10.01,2024-09-07,300,208129693.72,Current,Medium
L002434,C08019,BR049,Personal,200986968.98,10.89,2023-08-28,24,135529223.01,Current,Low
L002435,C04099,BR040,Mortgage,1221028848.93,10.22,2023-10-31,240,448703459.12,Current,Low
L002436,C06545,BR045,Auto,556370106.19,8.0,2023-06-04,60,155702187.38,Current,Low
L002437,C03471,BR022,Auto,463144652.32,10.02,2020-02-02,48,127112719.07,Current,Medium
L002438,C05507,BR017,Auto,93477016.97,10.38,2025-11-07,36,40152040.5,Current,Low
L002439,C06494,BR033,Personal,36889334.17,10.37,2026-05-19,60,9296956.88,Current,Low
L002440,C02789,BR040,Mortgage,583443102.12,8.47,2026-06-29,120,439221693.79,Default,High
L002441,C05880,BR001,Auto,161539751.11,7.44,2026-04-10,48,75781651.6,Late,High
L002442,C01511,BR019,Auto,200446647.27,10.97,2025-07-03,60,184381932.37,Default,Medium
L002443,C04891,BR032,Personal,275229017.59,12.21,2024-04-02,48,56738098.07,Current,Low
L002444,C09728,BR015,Mortgage,1842919545.78,7.2,2026-06-01,120,581526281.84,Current,Medium
L002445,C03237,BR040,Personal,79849978.81,17.88,2025-03-27,48,37632611.42,Late,High
L002446,C08676,BR011,Mortgage,988642258.92,9.47,2024-08-26,120,258836510.31,Current,Low
L002447,C06676,BR038,Personal,177076940.96,11.33,2025-12-29,36,84561654.11,Current,Low
L002448,C03848,BR006,Personal,175817608.68,11.41,2025-11-09,12,125952852.06,Current,Low
L002449,C02140,BR017,Auto,219095468.93,7.67,2025-11-15,48,175186859.27,Current,Low
L002450,C06811,BR028,Personal,82521644.42,10.34,2025-09-20,12,34802895.26,Current,Medium
L002451,C01112,BR036,Auto,77800817.5,9.21,2026-03-30,48,57171269.26,Current,Low
L002452,C08509,BR031,Personal,252550421.23,16.26,2024-07-27,48,137869424.25,Current,Low
L002453,C00257,BR029,Mortgage,3284125944.78,9.23,2026-03-01,240,2163382514.24,Current,Medium
L002454,C09054,BR034,Personal,59724676.85,14.61,2025-08-23,48,27623016.39,Current,Low
L002455,C06958,BR009,Mortgage,2052833817.0,7.08,2026-01-22,120,1546207496.41,Current,High
L002456,C01798,BR046,Personal,145402125.68,15.94,2024-11-29,12,57457827.91,Current,High
L002457,C01908,BR013,Personal,43275001.32,10.16,2023-11-20,24,11604276.16,Current,Low
L002458,C07784,BR028,Mortgage,825303626.42,8.2,2023-08-06,300,442895024.01,Current,Low
L002459,C04609,BR036,Personal,133815972.04,12.61,2026-08-16,36,29370949.7,Current,Low
L002460,C05808,BR049,Personal,146178870.75,12.2,2020-06-11,36,36117928.53,Current,Low
L002461,C05391,BR042,Personal,115752103.59,14.08,2022-11-02,60,27017171.79,Current,Low
L002462,C04151,BR037,Personal,130580598.17,10.77,2025-03-25,36,95444050.1,Current,Low
L002463,C00468,BR024,Personal,142305102.21,11.42,2026-01-24,12,69990830.42,Late,Medium
L002464,C04656,BR009,Personal,322464473.97,11.22,2026-08-12,36,167539535.98,Late,High
L002465,C04862,BR031,Auto,666553012.65,11.96,2023-01-28,60,72092444.33,Current,Low
L002466,C07217,BR049,Mortgage,1058383863.17,7.07,2025-08-18,180,592508609.87,Current,Medium
L002467,C07270,BR011,Personal,19530550.34,12.92,2026-08-10,60,13359381.35,Current,Medium
L002468,C02847,BR003,Personal,72142227.32,13.15,2024-11-03,48,7782732.72,Current,Medium
L002469,C04257,BR040,Mortgage,802383242.24,7.97,2025-10-15,240,94682316.19,Current,Medium
L002470,C06610,BR007,Auto,143340497.81,10.68,2022-12-28,72,30439229.33,Current,Low
L002471,C04974,BR008,Auto,223196146.73,9.65,2026-02-28,48,57888248.88,Current,Low
L002472,C05650,BR018,Personal,35082212.25,10.55,2024-05-29,12,12181213.87,Current,Low
L002473,C08561,BR008,Personal,51645028.16,13.43,2023-01-24,12,8547408.82,Current,High
L002474,C06152,BR033,Personal,213765951.08,12.75,2026-08-17,24,178245653.5,Late,Low
L002475,C02084,BR009,Auto,164059158.85,12.33,2026-03-02,60,102434618.39,Current,Low
L002476,C03738,BR036,Personal,334300106.52,14.13,2024-10-16,24,168018996.32,Current,Medium
L002477,C02469,BR048,Personal,278953397.85,17.52,2024-11-29,48,188347914.48,Current,Low
L002478,C02400,BR045,Mortgage,893788973.21,7.87,2025-04-16,300,570167021.39,Late,High
L002479,C02510,BR004,Personal,371793232.21,15.81,2026-02-21,24,75793160.42,Current,Medium
L002480,C01510,BR022,Personal,246648554.3,10.81,2024-11-19,60,84824452.84,Current,Low
L002481,C05543,BR035,Personal,109722971.18,12.94,2026-07-16,60,14534205.31,Current,Low
L002482,C07128,BR041,Mortgage,752717516.34,6.52,2026-08-05,180,586316740.44,Current,High
L002483,C04207,BR006,Mortgage,756944228.85,8.56,2025-10-22,240,482881045.08,Current,Medium
L002484,C08529,BR038,Auto,169467061.72,10.59,2021-02-08,72,116931955.32,Current,High
L002485,C00846,BR048,Mortgage,689127894.48,8.42,2026-06-30,120,285951783.66,Current,Medium
L002486,C04666,BR017,Auto,754142657.27,9.11,2024-12-16,72,491081062.99,Current,Low
L002487,C09253,BR027,Personal,1041232258.47,15.78,2026-06-02,60,435574358.85,Current,Medium
L002488,C04170,BR002,Business,608811150.48,11.48,2026-08-25,84,292387818.53,Late,Medium
L002489,C03104,BR040,Mortgage,384632845.32,8.1,2023-08-19,300,147382043.53,Current,Low
L002490,C02782,BR006,Auto,245900455.58,7.01,2025-10-18,36,203772142.68,Default,High
L002491,C06945,BR013,Mortgage,275443638.86,7.34,2025-12-05,120,139618150.05,Current,Low
L002492,C00369,BR041,Personal,195634078.25,17.56,2026-05-29,24,110658227.65,Current,Medium
L002493,C01565,BR023,Mortgage,4604302939.16,7.99,2022-06-04,300,3650234851.45,Current,High
L002494,C05926,BR050,Business,718659193.41,8.47,2023-04-11,36,163760919.91,Current,Medium
L002495,C00874,BR007,Personal,248340682.37,14.18,2026-07-22,60,98659551.21,Current,Low
L002496,C04515,BR036,Auto,207158595.38,9.13,2021-01-23,48,121661087.95,Current,Medium
L002497,C03827,BR030,Mortgage,1747211811.41,6.93,2021-12-26,300,589071012.07,Current,Low
L002498,C06036,BR046,Personal,284627611.47,11.94,2026-04-05,36,156639572.59,Current,Low
L002499,C02619,BR021,Personal,238074867.57,15.5,2024-06-13,24,97706836.81,Current,Low
L002500,C01351,BR013,Business,697858065.0,9.72,2024-06-10,12,420211141.86,Current,High
L002501,C08311,BR006,Business,642103923.11,13.09,2026-05-15,84,446363375.74,Current,High
L002502,C09864,BR035,Personal,231007137.42,15.51,2026-07-19,12,129869565.98,Current,High
L002503,C06901,BR050,Personal,109178317.3,15.05,2026-04-19,24,71967200.66,Current,Low
L002504,C08991,BR047,Mortgage,1165866662.37,9.93,2025-05-18,180,984700201.62,Default,High
